sense1,sense2,dist
место_рукотворное,лист,6
место_рукотворное,стебель,6
место_рукотворное,тычинка,6
место_рукотворное,корень,6
место_рукотворное,стена,5
место_рукотворное,окно,5
место_рукотворное,пол,5
место_рукотворное,дверь,5
место_рукотворное,лестница,5
место_природное,объект,2
место_природное,вещь,3
место_природное,существо,3
место_природное,место,1
место_природное,вещество,3
место_природное,часть,3
место_природное,вещь_рукотворная,4
место_природное,вещь_природная,4
место_природное,животное,4
место_природное,растение,4
место_природное,место_рукотворное,2
место_природное,место_природное,0
место_природное,зверь,5
место_природное,птица,5
место_природное,рыба,5
место_природное,насекомое,5
место_природное,дерево,5
место_природное,трава,5
место_природное,собака,6
место_природное,кошка,6
место_природное,медведь,6
место_природное,воробей,6
место_природное,ворона,6
место_природное,чайка,6
место_природное,ласточка,6
место_природное,щука,6
место_природное,карась,6
место_природное,акула,6
место_природное,паук,6
место_природное,муравей,6
место_природное,муха,6
место_природное,комар,6
место_природное,ель,6
место_природное,тополь,6
место_природное,липа,6
место_природное,яблоня,6
место_природное,вишня,6
место_природное,полынь,6
место_природное,роза,6
место_природное,подснежник,6
место_природное,инструмент,5
место_природное,аппарат,5
место_природное,контейнер,5
место_природное,еда,5
место_природное,камень,5
место_природное,планета,5
место_природное,звезда,5
место_природное,инструмент_работа,6
место_природное,инструмент_музыка,6
место_природное,инструмент_инфо,6
место_природное,бутылка,6
место_природное,мешок,6
место_природное,ящик,6
место_природное,сундук,6
место_природное,еда_твёрдая,6
место_природное,еда_жидкая,6
место_природное,молоток,7
место_природное,отвёртка,7
место_природное,пила,7
место_природное,топор,7
место_природное,напильник,7
место_природное,лопата,7
место_природное,метла,7
место_природное,игла,7
место_природное,нитка,7
место_природное,инструмент_струны,7
место_природное,инструмент_воздух,7
место_природное,пианино,8
место_природное,рояль,8
место_природное,гитара,8
место_природное,скрипка,8
место_природное,арфа,8
место_природное,труба,8
место_природное,флейта,8
место_природное,волынка,8
место_природное,баян,8
место_природное,книга,7
место_природное,газета,7
место_природное,компьютер,7
место_природное,монитор,7
место_природное,клавиатура,7
место_природное,мышка,7
место_природное,автомобиль,6
место_природное,самолёт,6
место_природное,велосипед,6
место_природное,корабль,6
место_природное,ракета,6
место_природное,яблоко,7
место_природное,груша,7
место_природное,мясо,7
место_природное,хлеб,7
место_природное,соль,7
место_природное,сок,7
место_природное,чай,7
место_природное,кофе,7
место_природное,река,1
место_природное,море,1
место_природное,поле,1
место_природное,гора,1
место_природное,страна,3
место_природное,город,3
место_природное,улица,3
место_природное,дом,3
место_природное,вода,4
место_природное,воздух,4
место_природное,золото,4
место_природное,железо,4
место_природное,часть_живая,4
место_природное,часть_неживая,4
место_природное,часть_животного,5
место_природное,часть_растения,5
место_природное,нос,6
место_природное,ухо,6
место_природное,рука,6
место_природное,нога,6
место_природное,лист,6
место_природное,стебель,6
место_природное,тычинка,6
место_природное,корень,6
место_природное,стена,5
место_природное,окно,5
место_природное,пол,5
место_природное,дверь,5
место_природное,лестница,5
зверь,объект,3
зверь,вещь,4
зверь,существо,2
зверь,место,4
зверь,вещество,4
зверь,часть,4
зверь,вещь_рукотворная,5
зверь,вещь_природная,5
зверь,животное,1
зверь,растение,3
зверь,место_рукотворное,5
зверь,место_природное,5
зверь,зверь,0
зверь,птица,2
зверь,рыба,2
зверь,насекомое,2
зверь,дерево,4
зверь,трава,4
зверь,собака,1
зверь,кошка,1
зверь,медведь,1
зверь,воробей,3
зверь,ворона,3
зверь,чайка,3
зверь,ласточка,3
зверь,щука,3
зверь,карась,3
зверь,акула,3
зверь,паук,3
зверь,муравей,3
зверь,муха,3
зверь,комар,3
зверь,ель,5
зверь,тополь,5
зверь,липа,5
зверь,яблоня,5
зверь,вишня,5
зверь,полынь,5
зверь,роза,5
зверь,подснежник,5
зверь,инструмент,6
зверь,аппарат,6
зверь,контейнер,6
зверь,еда,6
зверь,камень,6
зверь,планета,6
зверь,звезда,6
зверь,инструмент_работа,7
зверь,инструмент_музыка,7
зверь,инструмент_инфо,7
зверь,бутылка,7
зверь,мешок,7
зверь,ящик,7
зверь,сундук,7
зверь,еда_твёрдая,7
зверь,еда_жидкая,7
зверь,молоток,8
зверь,отвёртка,8
зверь,пила,8
зверь,топор,8
зверь,напильник,8
зверь,лопата,8
зверь,метла,8
зверь,игла,8
зверь,нитка,8
зверь,инструмент_струны,8
зверь,инструмент_воздух,8
зверь,пианино,9
зверь,рояль,9
зверь,гитара,9
зверь,скрипка,9
зверь,арфа,9
зверь,труба,9
зверь,флейта,9
зверь,волынка,9
зверь,баян,9
зверь,книга,8
зверь,газета,8
зверь,компьютер,8
зверь,монитор,8
зверь,клавиатура,8
зверь,мышка,8
зверь,автомобиль,7
зверь,самолёт,7
зверь,велосипед,7
зверь,корабль,7
зверь,ракета,7
зверь,яблоко,8
зверь,груша,8
зверь,мясо,8
зверь,хлеб,8
зверь,соль,8
зверь,сок,8
зверь,чай,8
зверь,кофе,8
зверь,река,6
зверь,море,6
зверь,поле,6
зверь,гора,6
зверь,страна,6
зверь,город,6
зверь,улица,6
зверь,дом,6
зверь,вода,5
зверь,воздух,5
зверь,золото,5
зверь,железо,5
зверь,часть_живая,5
зверь,часть_неживая,5
зверь,часть_животного,6
зверь,часть_растения,6
зверь,нос,7
зверь,ухо,7
зверь,рука,7
зверь,нога,7
зверь,лист,7
зверь,стебель,7
зверь,тычинка,7
зверь,корень,7
зверь,стена,6
зверь,окно,6
зверь,пол,6
зверь,дверь,6
зверь,лестница,6
птица,объект,3
птица,вещь,4
птица,существо,2
птица,место,4
птица,вещество,4
птица,часть,4
птица,вещь_рукотворная,5
птица,вещь_природная,5
птица,животное,1
птица,растение,3
птица,место_рукотворное,5
птица,место_природное,5
птица,зверь,2
птица,птица,0
птица,рыба,2
птица,насекомое,2
птица,дерево,4
птица,трава,4
птица,собака,3
птица,кошка,3
птица,медведь,3
птица,воробей,1
птица,ворона,1
птица,чайка,1
птица,ласточка,1
птица,щука,3
птица,карась,3
птица,акула,3
птица,паук,3
птица,муравей,3
птица,муха,3
птица,комар,3
птица,ель,5
птица,тополь,5
птица,липа,5
птица,яблоня,5
птица,вишня,5
птица,полынь,5
птица,роза,5
птица,подснежник,5
птица,инструмент,6
птица,аппарат,6
птица,контейнер,6
птица,еда,6
птица,камень,6
птица,планета,6
птица,звезда,6
птица,инструмент_работа,7
птица,инструмент_музыка,7
птица,инструмент_инфо,7
птица,бутылка,7
птица,мешок,7
птица,ящик,7
птица,сундук,7
птица,еда_твёрдая,7
птица,еда_жидкая,7
птица,молоток,8
птица,отвёртка,8
птица,пила,8
птица,топор,8
птица,напильник,8
птица,лопата,8
птица,метла,8
птица,игла,8
птица,нитка,8
птица,инструмент_струны,8
птица,инструмент_воздух,8
птица,пианино,9
птица,рояль,9
птица,гитара,9
птица,скрипка,9
птица,арфа,9
птица,труба,9
птица,флейта,9
птица,волынка,9
птица,баян,9
птица,книга,8
птица,газета,8
птица,компьютер,8
птица,монитор,8
птица,клавиатура,8
птица,мышка,8
птица,автомобиль,7
птица,самолёт,7
птица,велосипед,7
птица,корабль,7
птица,ракета,7
птица,яблоко,8
птица,груша,8
птица,мясо,8
птица,хлеб,8
птица,соль,8
птица,сок,8
птица,чай,8
птица,кофе,8
птица,река,6
птица,море,6
птица,поле,6
птица,гора,6
птица,страна,6
птица,город,6
птица,улица,6
птица,дом,6
птица,вода,5
птица,воздух,5
птица,золото,5
птица,железо,5
птица,часть_живая,5
птица,часть_неживая,5
птица,часть_животного,6
птица,часть_растения,6
птица,нос,7
птица,ухо,7
птица,рука,7
птица,нога,7
птица,лист,7
птица,стебель,7
птица,тычинка,7
птица,корень,7
птица,стена,6
птица,окно,6
птица,пол,6
птица,дверь,6
птица,лестница,6
рыба,объект,3
рыба,вещь,4
рыба,существо,2
рыба,место,4
рыба,вещество,4
рыба,часть,4
рыба,вещь_рукотворная,5
рыба,вещь_природная,5
рыба,животное,1
рыба,растение,3
рыба,место_рукотворное,5
рыба,место_природное,5
рыба,зверь,2
рыба,птица,2
рыба,рыба,0
рыба,насекомое,2
рыба,дерево,4
рыба,трава,4
рыба,собака,3
рыба,кошка,3
рыба,медведь,3
рыба,воробей,3
рыба,ворона,3
рыба,чайка,3
рыба,ласточка,3
рыба,щука,1
рыба,карась,1
рыба,акула,1
рыба,паук,3
рыба,муравей,3
рыба,муха,3
рыба,комар,3
рыба,ель,5
рыба,тополь,5
рыба,липа,5
рыба,яблоня,5
рыба,вишня,5
рыба,полынь,5
рыба,роза,5
рыба,подснежник,5
рыба,инструмент,6
рыба,аппарат,6
рыба,контейнер,6
рыба,еда,6
рыба,камень,6
рыба,планета,6
рыба,звезда,6
рыба,инструмент_работа,7
рыба,инструмент_музыка,7
рыба,инструмент_инфо,7
рыба,бутылка,7
рыба,мешок,7
рыба,ящик,7
рыба,сундук,7
рыба,еда_твёрдая,7
рыба,еда_жидкая,7
рыба,молоток,8
рыба,отвёртка,8
рыба,пила,8
рыба,топор,8
рыба,напильник,8
рыба,лопата,8
рыба,метла,8
рыба,игла,8
рыба,нитка,8
рыба,инструмент_струны,8
рыба,инструмент_воздух,8
рыба,пианино,9
рыба,рояль,9
рыба,гитара,9
рыба,скрипка,9
рыба,арфа,9
рыба,труба,9
рыба,флейта,9
рыба,волынка,9
рыба,баян,9
рыба,книга,8
рыба,газета,8
рыба,компьютер,8
рыба,монитор,8
рыба,клавиатура,8
рыба,мышка,8
рыба,автомобиль,7
рыба,самолёт,7
рыба,велосипед,7
рыба,корабль,7
рыба,ракета,7
рыба,яблоко,8
рыба,груша,8
рыба,мясо,8
рыба,хлеб,8
рыба,соль,8
рыба,сок,8
рыба,чай,8
рыба,кофе,8
рыба,река,6
рыба,море,6
рыба,поле,6
рыба,гора,6
рыба,страна,6
рыба,город,6
рыба,улица,6
рыба,дом,6
рыба,вода,5
рыба,воздух,5
рыба,золото,5
рыба,железо,5
рыба,часть_живая,5
рыба,часть_неживая,5
рыба,часть_животного,6
рыба,часть_растения,6
рыба,нос,7
рыба,ухо,7
рыба,рука,7
рыба,нога,7
рыба,лист,7
рыба,стебель,7
рыба,тычинка,7
рыба,корень,7
рыба,стена,6
рыба,окно,6
рыба,пол,6
рыба,дверь,6
рыба,лестница,6
насекомое,объект,3
насекомое,вещь,4
насекомое,существо,2
насекомое,место,4
насекомое,вещество,4
насекомое,часть,4
насекомое,вещь_рукотворная,5
насекомое,вещь_природная,5
насекомое,животное,1
насекомое,растение,3
насекомое,место_рукотворное,5
насекомое,место_природное,5
насекомое,зверь,2
насекомое,птица,2
насекомое,рыба,2
насекомое,насекомое,0
насекомое,дерево,4
насекомое,трава,4
насекомое,собака,3
насекомое,кошка,3
насекомое,медведь,3
насекомое,воробей,3
насекомое,ворона,3
насекомое,чайка,3
насекомое,ласточка,3
насекомое,щука,3
насекомое,карась,3
насекомое,акула,3
насекомое,паук,1
насекомое,муравей,1
насекомое,муха,1
насекомое,комар,1
насекомое,ель,5
насекомое,тополь,5
насекомое,липа,5
насекомое,яблоня,5
насекомое,вишня,5
насекомое,полынь,5
насекомое,роза,5
насекомое,подснежник,5
насекомое,инструмент,6
насекомое,аппарат,6
насекомое,контейнер,6
насекомое,еда,6
насекомое,камень,6
насекомое,планета,6
насекомое,звезда,6
насекомое,инструмент_работа,7
насекомое,инструмент_музыка,7
насекомое,инструмент_инфо,7
насекомое,бутылка,7
насекомое,мешок,7
насекомое,ящик,7
насекомое,сундук,7
насекомое,еда_твёрдая,7
насекомое,еда_жидкая,7
насекомое,молоток,8
насекомое,отвёртка,8
насекомое,пила,8
насекомое,топор,8
насекомое,напильник,8
насекомое,лопата,8
насекомое,метла,8
насекомое,игла,8
насекомое,нитка,8
насекомое,инструмент_струны,8
насекомое,инструмент_воздух,8
насекомое,пианино,9
насекомое,рояль,9
насекомое,гитара,9
насекомое,скрипка,9
насекомое,арфа,9
насекомое,труба,9
насекомое,флейта,9
насекомое,волынка,9
насекомое,баян,9
насекомое,книга,8
насекомое,газета,8
насекомое,компьютер,8
насекомое,монитор,8
насекомое,клавиатура,8
насекомое,мышка,8
насекомое,автомобиль,7
насекомое,самолёт,7
насекомое,велосипед,7
насекомое,корабль,7
насекомое,ракета,7
насекомое,яблоко,8
насекомое,груша,8
насекомое,мясо,8
насекомое,хлеб,8
насекомое,соль,8
насекомое,сок,8
насекомое,чай,8
насекомое,кофе,8
насекомое,река,6
насекомое,море,6
насекомое,поле,6
насекомое,гора,6
насекомое,страна,6
насекомое,город,6
насекомое,улица,6
насекомое,дом,6
насекомое,вода,5
насекомое,воздух,5
насекомое,золото,5
насекомое,железо,5
насекомое,часть_живая,5
насекомое,часть_неживая,5
насекомое,часть_животного,6
насекомое,часть_растения,6
насекомое,нос,7
насекомое,ухо,7
насекомое,рука,7
насекомое,нога,7
насекомое,лист,7
насекомое,стебель,7
насекомое,тычинка,7
насекомое,корень,7
насекомое,стена,6
насекомое,окно,6
насекомое,пол,6
насекомое,дверь,6
насекомое,лестница,6
дерево,объект,3
дерево,вещь,4
дерево,существо,2
дерево,место,4
дерево,вещество,4
дерево,часть,4
дерево,вещь_рукотворная,5
дерево,вещь_природная,5
дерево,животное,3
дерево,растение,1
дерево,место_рукотворное,5
дерево,место_природное,5
дерево,зверь,4
дерево,птица,4
дерево,рыба,4
дерево,насекомое,4
дерево,дерево,0
дерево,трава,2
дерево,собака,5
дерево,кошка,5
дерево,медведь,5
дерево,воробей,5
дерево,ворона,5
дерево,чайка,5
дерево,ласточка,5
дерево,щука,5
дерево,карась,5
дерево,акула,5
дерево,паук,5
дерево,муравей,5
дерево,муха,5
дерево,комар,5
дерево,ель,1
дерево,тополь,1
дерево,липа,1
дерево,яблоня,1
дерево,вишня,1
дерево,полынь,3
дерево,роза,3
дерево,подснежник,3
дерево,инструмент,6
дерево,аппарат,6
дерево,контейнер,6
дерево,еда,6
дерево,камень,6
дерево,планета,6
дерево,звезда,6
дерево,инструмент_работа,7
дерево,инструмент_музыка,7
дерево,инструмент_инфо,7
дерево,бутылка,7
дерево,мешок,7
дерево,ящик,7
дерево,сундук,7
дерево,еда_твёрдая,7
дерево,еда_жидкая,7
дерево,молоток,8
дерево,отвёртка,8
дерево,пила,8
дерево,топор,8
дерево,напильник,8
дерево,лопата,8
дерево,метла,8
дерево,игла,8
дерево,нитка,8
дерево,инструмент_струны,8
дерево,инструмент_воздух,8
дерево,пианино,9
дерево,рояль,9
дерево,гитара,9
дерево,скрипка,9
дерево,арфа,9
дерево,труба,9
дерево,флейта,9
дерево,волынка,9
дерево,баян,9
дерево,книга,8
дерево,газета,8
дерево,компьютер,8
дерево,монитор,8
дерево,клавиатура,8
дерево,мышка,8
дерево,автомобиль,7
дерево,самолёт,7
дерево,велосипед,7
дерево,корабль,7
дерево,ракета,7
дерево,яблоко,8
дерево,груша,8
дерево,мясо,8
дерево,хлеб,8
дерево,соль,8
дерево,сок,8
дерево,чай,8
дерево,кофе,8
дерево,река,6
дерево,море,6
дерево,поле,6
дерево,гора,6
дерево,страна,6
дерево,город,6
дерево,улица,6
дерево,дом,6
дерево,вода,5
дерево,воздух,5
дерево,золото,5
дерево,железо,5
дерево,часть_живая,5
дерево,часть_неживая,5
дерево,часть_животного,6
дерево,часть_растения,6
дерево,нос,7
дерево,ухо,7
дерево,рука,7
дерево,нога,7
дерево,лист,7
дерево,стебель,7
дерево,тычинка,7
дерево,корень,7
дерево,стена,6
дерево,окно,6
дерево,пол,6
дерево,дверь,6
дерево,лестница,6
трава,объект,3
трава,вещь,4
трава,существо,2
трава,место,4
трава,вещество,4
трава,часть,4
трава,вещь_рукотворная,5
трава,вещь_природная,5
трава,животное,3
трава,растение,1
трава,место_рукотворное,5
трава,место_природное,5
трава,зверь,4
трава,птица,4
трава,рыба,4
трава,насекомое,4
трава,дерево,2
трава,трава,0
трава,собака,5
трава,кошка,5
трава,медведь,5
трава,воробей,5
трава,ворона,5
трава,чайка,5
трава,ласточка,5
трава,щука,5
трава,карась,5
трава,акула,5
трава,паук,5
трава,муравей,5
трава,муха,5
трава,комар,5
трава,ель,3
трава,тополь,3
трава,липа,3
трава,яблоня,3
трава,вишня,3
трава,полынь,1
трава,роза,1
трава,подснежник,1
трава,инструмент,6
трава,аппарат,6
трава,контейнер,6
трава,еда,6
трава,камень,6
трава,планета,6
трава,звезда,6
трава,инструмент_работа,7
трава,инструмент_музыка,7
трава,инструмент_инфо,7
трава,бутылка,7
трава,мешок,7
трава,ящик,7
трава,сундук,7
трава,еда_твёрдая,7
трава,еда_жидкая,7
трава,молоток,8
трава,отвёртка,8
трава,пила,8
трава,топор,8
трава,напильник,8
трава,лопата,8
трава,метла,8
трава,игла,8
трава,нитка,8
трава,инструмент_струны,8
трава,инструмент_воздух,8
трава,пианино,9
трава,рояль,9
трава,гитара,9
трава,скрипка,9
трава,арфа,9
трава,труба,9
трава,флейта,9
трава,волынка,9
трава,баян,9
трава,книга,8
трава,газета,8
трава,компьютер,8
трава,монитор,8
трава,клавиатура,8
трава,мышка,8
трава,автомобиль,7
трава,самолёт,7
трава,велосипед,7
трава,корабль,7
трава,ракета,7
трава,яблоко,8
трава,груша,8
трава,мясо,8
трава,хлеб,8
трава,соль,8
трава,сок,8
трава,чай,8
трава,кофе,8
трава,река,6
трава,море,6
трава,поле,6
трава,гора,6
трава,страна,6
трава,город,6
трава,улица,6
трава,дом,6
трава,вода,5
трава,воздух,5
трава,золото,5
трава,железо,5
трава,часть_живая,5
трава,часть_неживая,5
трава,часть_животного,6
трава,часть_растения,6
трава,нос,7
трава,ухо,7
трава,рука,7
трава,нога,7
трава,лист,7
трава,стебель,7
трава,тычинка,7
трава,корень,7
трава,стена,6
трава,окно,6
трава,пол,6
трава,дверь,6
трава,лестница,6
собака,объект,4
собака,вещь,5
собака,существо,3
собака,место,5
собака,вещество,5
собака,часть,5
собака,вещь_рукотворная,6
собака,вещь_природная,6
собака,животное,2
собака,растение,4
собака,место_рукотворное,6
собака,место_природное,6
собака,зверь,1
собака,птица,3
собака,рыба,3
собака,насекомое,3
собака,дерево,5
собака,трава,5
собака,собака,0
собака,кошка,2
собака,медведь,2
собака,воробей,4
собака,ворона,4
собака,чайка,4
собака,ласточка,4
собака,щука,4
собака,карась,4
собака,акула,4
собака,паук,4
собака,муравей,4
собака,муха,4
собака,комар,4
собака,ель,6
собака,тополь,6
собака,липа,6
собака,яблоня,6
собака,вишня,6
собака,полынь,6
собака,роза,6
собака,подснежник,6
собака,инструмент,7
собака,аппарат,7
собака,контейнер,7
собака,еда,7
собака,камень,7
собака,планета,7
собака,звезда,7
собака,инструмент_работа,8
собака,инструмент_музыка,8
собака,инструмент_инфо,8
собака,бутылка,8
собака,мешок,8
собака,ящик,8
собака,сундук,8
собака,еда_твёрдая,8
собака,еда_жидкая,8
собака,молоток,9
собака,отвёртка,9
собака,пила,9
собака,топор,9
собака,напильник,9
собака,лопата,9
собака,метла,9
собака,игла,9
собака,нитка,9
собака,инструмент_струны,9
собака,инструмент_воздух,9
собака,пианино,10
собака,рояль,10
собака,гитара,10
собака,скрипка,10
собака,арфа,10
собака,труба,10
собака,флейта,10
собака,волынка,10
собака,баян,10
собака,книга,9
собака,газета,9
собака,компьютер,9
собака,монитор,9
собака,клавиатура,9
собака,мышка,9
собака,автомобиль,8
собака,самолёт,8
собака,велосипед,8
собака,корабль,8
собака,ракета,8
собака,яблоко,9
собака,груша,9
собака,мясо,9
собака,хлеб,9
собака,соль,9
собака,сок,9
собака,чай,9
собака,кофе,9
собака,река,7
собака,море,7
собака,поле,7
собака,гора,7
собака,страна,7
собака,город,7
собака,улица,7
собака,дом,7
собака,вода,6
собака,воздух,6
собака,золото,6
собака,железо,6
собака,часть_живая,6
собака,часть_неживая,6
собака,часть_животного,7
собака,часть_растения,7
собака,нос,8
собака,ухо,8
собака,рука,8
собака,нога,8
собака,лист,8
собака,стебель,8
собака,тычинка,8
собака,корень,8
собака,стена,7
собака,окно,7
собака,пол,7
собака,дверь,7
собака,лестница,7
кошка,объект,4
кошка,вещь,5
кошка,существо,3
кошка,место,5
кошка,вещество,5
кошка,часть,5
кошка,вещь_рукотворная,6
кошка,вещь_природная,6
кошка,животное,2
кошка,растение,4
кошка,место_рукотворное,6
кошка,место_природное,6
кошка,зверь,1
кошка,птица,3
кошка,рыба,3
кошка,насекомое,3
кошка,дерево,5
кошка,трава,5
кошка,собака,2
кошка,кошка,0
кошка,медведь,2
кошка,воробей,4
кошка,ворона,4
кошка,чайка,4
кошка,ласточка,4
кошка,щука,4
кошка,карась,4
кошка,акула,4
кошка,паук,4
кошка,муравей,4
кошка,муха,4
кошка,комар,4
кошка,ель,6
кошка,тополь,6
кошка,липа,6
кошка,яблоня,6
кошка,вишня,6
кошка,полынь,6
кошка,роза,6
кошка,подснежник,6
кошка,инструмент,7
кошка,аппарат,7
кошка,контейнер,7
кошка,еда,7
кошка,камень,7
кошка,планета,7
кошка,звезда,7
кошка,инструмент_работа,8
кошка,инструмент_музыка,8
кошка,инструмент_инфо,8
кошка,бутылка,8
кошка,мешок,8
кошка,ящик,8
кошка,сундук,8
кошка,еда_твёрдая,8
кошка,еда_жидкая,8
кошка,молоток,9
кошка,отвёртка,9
кошка,пила,9
кошка,топор,9
кошка,напильник,9
кошка,лопата,9
кошка,метла,9
кошка,игла,9
кошка,нитка,9
кошка,инструмент_струны,9
кошка,инструмент_воздух,9
кошка,пианино,10
кошка,рояль,10
кошка,гитара,10
кошка,скрипка,10
кошка,арфа,10
кошка,труба,10
кошка,флейта,10
кошка,волынка,10
кошка,баян,10
кошка,книга,9
кошка,газета,9
кошка,компьютер,9
кошка,монитор,9
кошка,клавиатура,9
кошка,мышка,9
кошка,автомобиль,8
кошка,самолёт,8
кошка,велосипед,8
кошка,корабль,8
кошка,ракета,8
кошка,яблоко,9
кошка,груша,9
кошка,мясо,9
кошка,хлеб,9
кошка,соль,9
кошка,сок,9
кошка,чай,9
кошка,кофе,9
кошка,река,7
кошка,море,7
кошка,поле,7
кошка,гора,7
кошка,страна,7
кошка,город,7
кошка,улица,7
кошка,дом,7
кошка,вода,6
кошка,воздух,6
кошка,золото,6
кошка,железо,6
кошка,часть_живая,6
кошка,часть_неживая,6
кошка,часть_животного,7
кошка,часть_растения,7
кошка,нос,8
кошка,ухо,8
кошка,рука,8
кошка,нога,8
кошка,лист,8
кошка,стебель,8
кошка,тычинка,8
кошка,корень,8
кошка,стена,7
кошка,окно,7
кошка,пол,7
кошка,дверь,7
кошка,лестница,7
медведь,объект,4
медведь,вещь,5
медведь,существо,3
медведь,место,5
медведь,вещество,5
медведь,часть,5
медведь,вещь_рукотворная,6
медведь,вещь_природная,6
медведь,животное,2
медведь,растение,4
медведь,место_рукотворное,6
медведь,место_природное,6
медведь,зверь,1
медведь,птица,3
медведь,рыба,3
медведь,насекомое,3
медведь,дерево,5
медведь,трава,5
медведь,собака,2
медведь,кошка,2
медведь,медведь,0
медведь,воробей,4
медведь,ворона,4
медведь,чайка,4
медведь,ласточка,4
медведь,щука,4
медведь,карась,4
медведь,акула,4
медведь,паук,4
медведь,муравей,4
медведь,муха,4
медведь,комар,4
медведь,ель,6
медведь,тополь,6
медведь,липа,6
медведь,яблоня,6
медведь,вишня,6
медведь,полынь,6
медведь,роза,6
медведь,подснежник,6
медведь,инструмент,7
медведь,аппарат,7
медведь,контейнер,7
медведь,еда,7
медведь,камень,7
медведь,планета,7
медведь,звезда,7
медведь,инструмент_работа,8
медведь,инструмент_музыка,8
медведь,инструмент_инфо,8
медведь,бутылка,8
медведь,мешок,8
медведь,ящик,8
медведь,сундук,8
медведь,еда_твёрдая,8
медведь,еда_жидкая,8
медведь,молоток,9
медведь,отвёртка,9
медведь,пила,9
медведь,топор,9
медведь,напильник,9
медведь,лопата,9
медведь,метла,9
медведь,игла,9
медведь,нитка,9
медведь,инструмент_струны,9
медведь,инструмент_воздух,9
медведь,пианино,10
медведь,рояль,10
медведь,гитара,10
медведь,скрипка,10
медведь,арфа,10
медведь,труба,10
медведь,флейта,10
медведь,волынка,10
медведь,баян,10
медведь,книга,9
медведь,газета,9
медведь,компьютер,9
медведь,монитор,9
медведь,клавиатура,9
медведь,мышка,9
медведь,автомобиль,8
медведь,самолёт,8
медведь,велосипед,8
медведь,корабль,8
медведь,ракета,8
медведь,яблоко,9
медведь,груша,9
медведь,мясо,9
медведь,хлеб,9
медведь,соль,9
медведь,сок,9
медведь,чай,9
медведь,кофе,9
медведь,река,7
медведь,море,7
медведь,поле,7
медведь,гора,7
медведь,страна,7
медведь,город,7
медведь,улица,7
медведь,дом,7
медведь,вода,6
медведь,воздух,6
медведь,золото,6
медведь,железо,6
медведь,часть_живая,6
медведь,часть_неживая,6
медведь,часть_животного,7
медведь,часть_растения,7
медведь,нос,8
медведь,ухо,8
медведь,рука,8
медведь,нога,8
медведь,лист,8
медведь,стебель,8
медведь,тычинка,8
медведь,корень,8
медведь,стена,7
медведь,окно,7
медведь,пол,7
медведь,дверь,7
медведь,лестница,7
воробей,объект,4
воробей,вещь,5
воробей,существо,3
воробей,место,5
воробей,вещество,5
воробей,часть,5
воробей,вещь_рукотворная,6
воробей,вещь_природная,6
воробей,животное,2
воробей,растение,4
воробей,место_рукотворное,6
воробей,место_природное,6
воробей,зверь,3
воробей,птица,1
воробей,рыба,3
воробей,насекомое,3
воробей,дерево,5
воробей,трава,5
воробей,собака,4
воробей,кошка,4
воробей,медведь,4
воробей,воробей,0
воробей,ворона,2
воробей,чайка,2
воробей,ласточка,2
воробей,щука,4
воробей,карась,4
воробей,акула,4
воробей,паук,4
воробей,муравей,4
воробей,муха,4
воробей,комар,4
воробей,ель,6
воробей,тополь,6
воробей,липа,6
воробей,яблоня,6
воробей,вишня,6
воробей,полынь,6
воробей,роза,6
воробей,подснежник,6
воробей,инструмент,7
воробей,аппарат,7
воробей,контейнер,7
воробей,еда,7
воробей,камень,7
воробей,планета,7
воробей,звезда,7
воробей,инструмент_работа,8
воробей,инструмент_музыка,8
воробей,инструмент_инфо,8
воробей,бутылка,8
воробей,мешок,8
воробей,ящик,8
воробей,сундук,8
воробей,еда_твёрдая,8
воробей,еда_жидкая,8
воробей,молоток,9
воробей,отвёртка,9
воробей,пила,9
воробей,топор,9
воробей,напильник,9
воробей,лопата,9
воробей,метла,9
воробей,игла,9
воробей,нитка,9
воробей,инструмент_струны,9
воробей,инструмент_воздух,9
воробей,пианино,10
воробей,рояль,10
воробей,гитара,10
воробей,скрипка,10
воробей,арфа,10
воробей,труба,10
воробей,флейта,10
воробей,волынка,10
воробей,баян,10
воробей,книга,9
воробей,газета,9
воробей,компьютер,9
воробей,монитор,9
воробей,клавиатура,9
воробей,мышка,9
воробей,автомобиль,8
воробей,самолёт,8
воробей,велосипед,8
воробей,корабль,8
воробей,ракета,8
воробей,яблоко,9
воробей,груша,9
воробей,мясо,9
воробей,хлеб,9
воробей,соль,9
воробей,сок,9
воробей,чай,9
воробей,кофе,9
воробей,река,7
воробей,море,7
воробей,поле,7
воробей,гора,7
воробей,страна,7
воробей,город,7
воробей,улица,7
воробей,дом,7
воробей,вода,6
воробей,воздух,6
воробей,золото,6
воробей,железо,6
воробей,часть_живая,6
воробей,часть_неживая,6
воробей,часть_животного,7
воробей,часть_растения,7
воробей,нос,8
воробей,ухо,8
воробей,рука,8
воробей,нога,8
воробей,лист,8
воробей,стебель,8
воробей,тычинка,8
воробей,корень,8
воробей,стена,7
воробей,окно,7
воробей,пол,7
воробей,дверь,7
воробей,лестница,7
ворона,объект,4
ворона,вещь,5
ворона,существо,3
ворона,место,5
ворона,вещество,5
ворона,часть,5
ворона,вещь_рукотворная,6
ворона,вещь_природная,6
ворона,животное,2
ворона,растение,4
ворона,место_рукотворное,6
ворона,место_природное,6
